company_num,company_name,combined_risk_tier,n_filing_events,filing_narrative,combined_text
684124,GUCKIAN HUMAN RESOURCES CONSULTING LIMITED,LOW_CONCERN,7,"GUCKIAN HUMAN RESOURCES CONSULTING LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: director or secretary change; annual return.","GUCKIAN HUMAN RESOURCES CONSULTING LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: director or secretary change; annual return. GUCKIAN HUMAN RESOURCES CONSULTING LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: director or secretary change; annual return. Company: GUCKIAN HUMAN RESOURCES CONSULTING LIMITED. County: Galway. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.1 years."
684559,RTDM SERVICES LIMITED,LOW_CONCERN,7,RTDM SERVICES LIMITED has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; other filing; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.,RTDM SERVICES LIMITED has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; other filing; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. RTDM SERVICES LIMITED has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; other filing; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: RTDM SERVICES LIMITED. County: Cork. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.1 years.
685774,O'SHEA MASONRY LIMITED,LOW_CONCERN,7,O'SHEA MASONRY LIMITED has filed with the registry since 2021. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2021: other filing; annual return; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return.,O'SHEA MASONRY LIMITED has filed with the registry since 2021. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2021: other filing; annual return; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return. O'SHEA MASONRY LIMITED has filed with the registry since 2021. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2021: other filing; annual return; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: O'SHEA MASONRY LIMITED. County: Limerick. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.0 years.
161500,BALLINASLOE TRAINING WORKSHOP,LOW_CONCERN,54,"BALLINASLOE TRAINING WORKSHOP has filed with the registry since 1990. Across its history: 36 annual returns, 13 director or secretary changes, 2 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: auditor resignation; director or secretary change; annual return; 2018: annual return; 2019: director or secretary change; annual return; auditor resignation; director or secretary change; 2020: director or secretary change; annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.","BALLINASLOE TRAINING WORKSHOP has filed with the registry since 1990. Across its history: 36 annual returns, 13 director or secretary changes, 2 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: auditor resignation; director or secretary change; annual return; 2018: annual return; 2019: director or secretary change; annual return; auditor resignation; director or secretary change; 2020: director or secretary change; annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. BALLINASLOE TRAINING WORKSHOP has filed with the registry since 1990. Across its history: 36 annual returns, 13 director or secretary changes, 2 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: auditor resignation; director or secretary change; annual return; 2018: annual return; 2019: director or secretary change; annual return; auditor resignation; director or secretary change; 2020: director or secretary change; annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: BALLINASLOE TRAINING WORKSHOP. County: Galway. Legal form: CLG-Company Limited by Guarantee (licenced company). Age at observation: 34.5 years."
686380,SJM PENSIONS AND INVESTMENTS LIMITED,LOW_CONCERN,15,"SJM PENSIONS AND INVESTMENTS LIMITED has filed with the registry since 2021. Across its history: 5 annual returns, 4 director or secretary changes, 3 registered office changes. In the 8 years to 2024 the filing sequence was: 2021: other filing; annual return; director or secretary change; director or secretary change; 2022: registered office change; annual return; 2023: annual return; 2024: other filing; special resolution; annual return; registered office change; 2025: director or secretary change; director or secretary change; annual return; 2026: registered office change.","SJM PENSIONS AND INVESTMENTS LIMITED has filed with the registry since 2021. Across its history: 5 annual returns, 4 director or secretary changes, 3 registered office changes. In the 8 years to 2024 the filing sequence was: 2021: other filing; annual return; director or secretary change; director or secretary change; 2022: registered office change; annual return; 2023: annual return; 2024: other filing; special resolution; annual return; registered office change; 2025: director or secretary change; director or secretary change; annual return; 2026: registered office change. SJM PENSIONS AND INVESTMENTS LIMITED has filed with the registry since 2021. Across its history: 5 annual returns, 4 director or secretary changes, 3 registered office changes. In the 8 years to 2024 the filing sequence was: 2021: other filing; annual return; director or secretary change; director or secretary change; 2022: registered office change; annual return; 2023: annual return; 2024: other filing; special resolution; annual return; registered office change; 2025: director or secretary change; director or secretary change; annual return; 2026: registered office change. Company: SJM PENSIONS AND INVESTMENTS LIMITED. County: Monaghan. Legal form: LTD - Private Company Limited by Shares. Age at observation: 3.9 years."
686955,BYSAPIO (IRELAND) LIMITED,DISSOLUTION_RISK,9,"BYSAPIO (IRELAND) LIMITED has filed with the registry since 2021. Across its history: 6 annual returns, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2021: other filing; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: registered office change; annual return; registered office change; 2026: annual return.","BYSAPIO (IRELAND) LIMITED has filed with the registry since 2021. Across its history: 6 annual returns, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2021: other filing; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: registered office change; annual return; registered office change; 2026: annual return. BYSAPIO (IRELAND) LIMITED has filed with the registry since 2021. Across its history: 6 annual returns, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2021: other filing; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: registered office change; annual return; registered office change; 2026: annual return. Company: BYSAPIO (IRELAND) LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 3.9 years."
163137,FERNGATE DESIGNS LIMITED,LOW_CONCERN,44,"FERNGATE DESIGNS LIMITED has filed with the registry since 1990. Across its history: 36 annual returns, 3 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; annual return; annual return; annual return; annual return; annual return; annual return; annual return; annual return; high court order; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: director or secretary change; annual return; 2024: annual return; 2025: annual return; 2026: annual return.","FERNGATE DESIGNS LIMITED has filed with the registry since 1990. Across its history: 36 annual returns, 3 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; annual return; annual return; annual return; annual return; annual return; annual return; annual return; annual return; high court order; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: director or secretary change; annual return; 2024: annual return; 2025: annual return; 2026: annual return. FERNGATE DESIGNS LIMITED has filed with the registry since 1990. Across its history: 36 annual returns, 3 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; annual return; annual return; annual return; annual return; annual return; annual return; annual return; annual return; high court order; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: director or secretary change; annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: FERNGATE DESIGNS LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 34.4 years."
170233,HAZELMERE MANAGEMENT COMPANY COMPANY LIMITED BY GUARANTEE,LOW_CONCERN,42,"HAZELMERE MANAGEMENT COMPANY COMPANY LIMITED BY GUARANTEE has filed with the registry since 1991. Across its history: 36 annual returns, 2 director or secretary changes, 1 registered office change, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; annual return; 2024: annual return; 2025: annual return.","HAZELMERE MANAGEMENT COMPANY COMPANY LIMITED BY GUARANTEE has filed with the registry since 1991. Across its history: 36 annual returns, 2 director or secretary changes, 1 registered office change, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; annual return; 2024: annual return; 2025: annual return. HAZELMERE MANAGEMENT COMPANY COMPANY LIMITED BY GUARANTEE has filed with the registry since 1991. Across its history: 36 annual returns, 2 director or secretary changes, 1 registered office change, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; annual return; 2024: annual return; 2025: annual return. Company: HAZELMERE MANAGEMENT COMPANY COMPANY LIMITED BY GUARANTEE. County: Kildare. Legal form: CLG - Company Limited by Guarantee. Age at observation: 33.9 years."
170686,ST. ANNES MANAGEMENT COMPANY LIMITED BY GUARANTEE,LOW_CONCERN,57,"ST. ANNES MANAGEMENT COMPANY LIMITED BY GUARANTEE has filed with the registry since 1991. Across its history: 35 annual returns, 12 director or secretary changes, 5 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; other filing; 2019: annual return; 2020: annual return; registered office change; director or secretary change; 2021: other filing; annual return; 2022: annual return; annual return; 2023: director or secretary change; 2024: annual return; annual return; director or secretary change; 2025: other filing; annual return.","ST. ANNES MANAGEMENT COMPANY LIMITED BY GUARANTEE has filed with the registry since 1991. Across its history: 35 annual returns, 12 director or secretary changes, 5 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; other filing; 2019: annual return; 2020: annual return; registered office change; director or secretary change; 2021: other filing; annual return; 2022: annual return; annual return; 2023: director or secretary change; 2024: annual return; annual return; director or secretary change; 2025: other filing; annual return. ST. ANNES MANAGEMENT COMPANY LIMITED BY GUARANTEE has filed with the registry since 1991. Across its history: 35 annual returns, 12 director or secretary changes, 5 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; other filing; 2019: annual return; 2020: annual return; registered office change; director or secretary change; 2021: other filing; annual return; 2022: annual return; annual return; 2023: director or secretary change; 2024: annual return; annual return; director or secretary change; 2025: other filing; annual return. Company: ST. ANNES MANAGEMENT COMPANY LIMITED BY GUARANTEE. County: Louth. Legal form: CLG - Company Limited by Guarantee. Age at observation: 33.8 years."
175479,VIKING COURT (PHASE 2) MANAGEMENT COMPANY LIMITED BY GUARANTEE,LOW_CONCERN,59,"VIKING COURT (PHASE 2) MANAGEMENT COMPANY LIMITED BY GUARANTEE has filed with the registry since 1991. Across its history: 34 annual returns, 18 director or secretary changes, 4 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; director or secretary change; 2017: annual return; 2018: annual return; 2019: annual return; director or secretary change; 2020: annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","VIKING COURT (PHASE 2) MANAGEMENT COMPANY LIMITED BY GUARANTEE has filed with the registry since 1991. Across its history: 34 annual returns, 18 director or secretary changes, 4 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; director or secretary change; 2017: annual return; 2018: annual return; 2019: annual return; director or secretary change; 2020: annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. VIKING COURT (PHASE 2) MANAGEMENT COMPANY LIMITED BY GUARANTEE has filed with the registry since 1991. Across its history: 34 annual returns, 18 director or secretary changes, 4 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; director or secretary change; 2017: annual return; 2018: annual return; 2019: annual return; director or secretary change; 2020: annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: VIKING COURT (PHASE 2) MANAGEMENT COMPANY LIMITED BY GUARANTEE. County: Dublin. Legal form: CLG - Company Limited by Guarantee. Age at observation: 33.5 years."
180845,KEHOE & KEHOE AGRICULTURAL CONTRACTORS LIMITED,LOW_CONCERN,43,"KEHOE & KEHOE AGRICULTURAL CONTRACTORS LIMITED has filed with the registry since 1991. Across its history: 34 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; other filing; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","KEHOE & KEHOE AGRICULTURAL CONTRACTORS LIMITED has filed with the registry since 1991. Across its history: 34 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; other filing; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. KEHOE & KEHOE AGRICULTURAL CONTRACTORS LIMITED has filed with the registry since 1991. Across its history: 34 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; other filing; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: KEHOE & KEHOE AGRICULTURAL CONTRACTORS LIMITED. County: Wexford. Legal form: LTD - Private Company Limited by Shares. Age at observation: 33.1 years."
185952,FURBO BAPTIST CHURCH COMPANY LIMITED BY GUARANTEE,LOW_CONCERN,62,"FURBO BAPTIST CHURCH COMPANY LIMITED BY GUARANTEE has filed with the registry since 1992. Across its history: 35 annual returns, 16 director or secretary changes, 2 registered office changes, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: other filing; other filing; annual return; registered office change; 2021: annual return; annual return; 2022: annual return; director or secretary change; director or secretary change; 2023: annual return; 2024: annual return; 2025: annual return.","FURBO BAPTIST CHURCH COMPANY LIMITED BY GUARANTEE has filed with the registry since 1992. Across its history: 35 annual returns, 16 director or secretary changes, 2 registered office changes, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: other filing; other filing; annual return; registered office change; 2021: annual return; annual return; 2022: annual return; director or secretary change; director or secretary change; 2023: annual return; 2024: annual return; 2025: annual return. FURBO BAPTIST CHURCH COMPANY LIMITED BY GUARANTEE has filed with the registry since 1992. Across its history: 35 annual returns, 16 director or secretary changes, 2 registered office changes, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: other filing; other filing; annual return; registered office change; 2021: annual return; annual return; 2022: annual return; director or secretary change; director or secretary change; 2023: annual return; 2024: annual return; 2025: annual return. Company: FURBO BAPTIST CHURCH COMPANY LIMITED BY GUARANTEE. County: Galway. Legal form: CLG - Company Limited by Guarantee. Age at observation: 32.8 years."
485678,NASCADH CDP COMPANY LIMITED BY GUARANTEE,LOW_CONCERN,27,"NASCADH CDP COMPANY LIMITED BY GUARANTEE has filed with the registry since 2010. Across its history: 17 annual returns, 4 director or secretary changes, 1 registered office change, 2 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return without accounts; return date change; annual return; 2018: annual return; director or secretary change; 2019: other filing; annual return; 2021: annual return; annual return; 2022: annual return; 2023: auditor resignation; annual return; 2024: annual return; 2025: director or secretary change; annual return.","NASCADH CDP COMPANY LIMITED BY GUARANTEE has filed with the registry since 2010. Across its history: 17 annual returns, 4 director or secretary changes, 1 registered office change, 2 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return without accounts; return date change; annual return; 2018: annual return; director or secretary change; 2019: other filing; annual return; 2021: annual return; annual return; 2022: annual return; 2023: auditor resignation; annual return; 2024: annual return; 2025: director or secretary change; annual return. NASCADH CDP COMPANY LIMITED BY GUARANTEE has filed with the registry since 2010. Across its history: 17 annual returns, 4 director or secretary changes, 1 registered office change, 2 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return without accounts; return date change; annual return; 2018: annual return; director or secretary change; 2019: other filing; annual return; 2021: annual return; annual return; 2022: annual return; 2023: auditor resignation; annual return; 2024: annual return; 2025: director or secretary change; annual return. Company: NASCADH CDP COMPANY LIMITED BY GUARANTEE. County: Dublin. Legal form: CLG - Company Limited by Guarantee. Age at observation: 14.5 years."
477708,CEDAR WEALTH MANAGEMENT LIMITED,LOW_CONCERN,21,"CEDAR WEALTH MANAGEMENT LIMITED has filed with the registry since 2009. Across its history: 16 annual returns, 1 director or secretary changes, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: registered office change; 2023: other filing; annual return; annual return; 2024: annual return; 2025: registered office change; annual return.","CEDAR WEALTH MANAGEMENT LIMITED has filed with the registry since 2009. Across its history: 16 annual returns, 1 director or secretary changes, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: registered office change; 2023: other filing; annual return; annual return; 2024: annual return; 2025: registered office change; annual return. CEDAR WEALTH MANAGEMENT LIMITED has filed with the registry since 2009. Across its history: 16 annual returns, 1 director or secretary changes, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: registered office change; 2023: other filing; annual return; annual return; 2024: annual return; 2025: registered office change; annual return. Company: CEDAR WEALTH MANAGEMENT LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 15.1 years."
479534,CORNAMONA BUSINESS SOLUTIONS LIMITED,DISSOLUTION_RISK,20,"CORNAMONA BUSINESS SOLUTIONS LIMITED has filed with the registry since 2010. Across its history: 16 annual returns, 1 registered office change, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: registered office change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","CORNAMONA BUSINESS SOLUTIONS LIMITED has filed with the registry since 2010. Across its history: 16 annual returns, 1 registered office change, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: registered office change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. CORNAMONA BUSINESS SOLUTIONS LIMITED has filed with the registry since 2010. Across its history: 16 annual returns, 1 registered office change, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: registered office change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: CORNAMONA BUSINESS SOLUTIONS LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 15.0 years."
479566,TAKE AND CREATE LIMITED,DISSOLUTION_RISK,24,"TAKE AND CREATE LIMITED has filed with the registry since 2010. Across its history: 16 annual returns, 4 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; registered office change; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: other filing; annual return; 2023: annual return; 2024: annual return; 2025: annual return.","TAKE AND CREATE LIMITED has filed with the registry since 2010. Across its history: 16 annual returns, 4 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; registered office change; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: other filing; annual return; 2023: annual return; 2024: annual return; 2025: annual return. TAKE AND CREATE LIMITED has filed with the registry since 2010. Across its history: 16 annual returns, 4 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; registered office change; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: other filing; annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: TAKE AND CREATE LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 15.0 years."
481895,RECOM I.T. SOLUTIONS LIMITED,LOW_CONCERN,24,"RECOM I.T. SOLUTIONS LIMITED has filed with the registry since 2010. Across its history: 17 annual returns, 3 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; director or secretary change; registered office change; 2017: annual return; other filing; 2018: annual return; director or secretary change; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.","RECOM I.T. SOLUTIONS LIMITED has filed with the registry since 2010. Across its history: 17 annual returns, 3 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; director or secretary change; registered office change; 2017: annual return; other filing; 2018: annual return; director or secretary change; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. RECOM I.T. SOLUTIONS LIMITED has filed with the registry since 2010. Across its history: 17 annual returns, 3 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; director or secretary change; registered office change; 2017: annual return; other filing; 2018: annual return; director or secretary change; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: RECOM I.T. SOLUTIONS LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 14.8 years."
484160,JA MOTORS LIMITED,LOW_CONCERN,22,"JA MOTORS LIMITED has filed with the registry since 2010. Across its history: 18 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; director or secretary change; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; annual return; 2024: annual return; 2025: annual return; director or secretary change; 2026: annual return.","JA MOTORS LIMITED has filed with the registry since 2010. Across its history: 18 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; director or secretary change; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; annual return; 2024: annual return; 2025: annual return; director or secretary change; 2026: annual return. JA MOTORS LIMITED has filed with the registry since 2010. Across its history: 18 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; director or secretary change; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; annual return; 2024: annual return; 2025: annual return; director or secretary change; 2026: annual return. Company: JA MOTORS LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 14.7 years."
485288,MOYLETTE I.T. SERVICES LIMITED,LOW_CONCERN,23,"MOYLETTE I.T. SERVICES LIMITED has filed with the registry since 2010. Across its history: 17 annual returns, 1 director or secretary changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: conversion to private limited; annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return without accounts; return date change; annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","MOYLETTE I.T. SERVICES LIMITED has filed with the registry since 2010. Across its history: 17 annual returns, 1 director or secretary changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: conversion to private limited; annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return without accounts; return date change; annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. MOYLETTE I.T. SERVICES LIMITED has filed with the registry since 2010. Across its history: 17 annual returns, 1 director or secretary changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: conversion to private limited; annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return without accounts; return date change; annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: MOYLETTE I.T. SERVICES LIMITED. County: Roscommon. Legal form: LTD - Private Company Limited by Shares. Age at observation: 14.6 years."
490404,ANGLO PACIFIC FINANCE DESIGNATED ACTIVITY COMPANY,BEHAVIORAL_ANOMALY,67,"ANGLO PACIFIC FINANCE DESIGNATED ACTIVITY COMPANY has filed with the registry since 2010. Across its history: 17 annual returns, 26 director or secretary changes, 5 charge registereds, 4 registered office changes, 3 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: other filing; other filing; annual return; director or secretary change; 2017: charge registered; other filing; charge registered; director or secretary change; annual return; 2018: auditor resignation; annual return; 2019: registered office change; annual return; 2020: annual return; 2021: charge registered; charge registered; annual return; 2022: annual return; 2023: director or secretary change; annual return; director or secretary change; director or secretary change; 2024: other filing; director or secretary change; annual return; 2025: annual return; 2026: auditor resignation; registered office change.","ANGLO PACIFIC FINANCE DESIGNATED ACTIVITY COMPANY has filed with the registry since 2010. Across its history: 17 annual returns, 26 director or secretary changes, 5 charge registereds, 4 registered office changes, 3 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: other filing; other filing; annual return; director or secretary change; 2017: charge registered; other filing; charge registered; director or secretary change; annual return; 2018: auditor resignation; annual return; 2019: registered office change; annual return; 2020: annual return; 2021: charge registered; charge registered; annual return; 2022: annual return; 2023: director or secretary change; annual return; director or secretary change; director or secretary change; 2024: other filing; director or secretary change; annual return; 2025: annual return; 2026: auditor resignation; registered office change. ANGLO PACIFIC FINANCE DESIGNATED ACTIVITY COMPANY has filed with the registry since 2010. Across its history: 17 annual returns, 26 director or secretary changes, 5 charge registereds, 4 registered office changes, 3 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: other filing; other filing; annual return; director or secretary change; 2017: charge registered; other filing; charge registered; director or secretary change; annual return; 2018: auditor resignation; annual return; 2019: registered office change; annual return; 2020: annual return; 2021: charge registered; charge registered; annual return; 2022: annual return; 2023: director or secretary change; annual return; director or secretary change; director or secretary change; 2024: other filing; director or secretary change; annual return; 2025: annual return; 2026: auditor resignation; registered office change. Company: ANGLO PACIFIC FINANCE DESIGNATED ACTIVITY COMPANY. County: Clare. Legal form: DAC - Designated Activity Company (limited by shares). Age at observation: 14.2 years."
