company_num,company_name,obs_date,comp_dissolved_date,company_status_modelled,label_modelled,model_risk_score,model_predicted_tier,company_status_now,actually_dissolved_now,outcome_agreement,company_age_years,nace_section_label,split
094144,INNILL DOITEAIN TEORANTA,2022-03-31,,Liquidation,1.0,0.7209,HIGH,Liquidation,1,consistent,38.96,Extraterritorial Organisations,train
340360,PADRAIG KAVANAGH BUILDING CONTRACTORS LIMITED,2022-03-31,,Liquidation,1.0,0.9583,CRITICAL,Liquidation,1,consistent,21.04,Extraterritorial Organisations,train
352568,RUGRATS LIMITED,2022-02-28,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,20.08,Extraterritorial Organisations,train
356084,BURSEC INTERNATIONAL LIMITED,2022-04-30,2024-02-26,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,20.02,Extraterritorial Organisations,train
364599,OTEMMA MANAGEMENT LIMITED,2022-12-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,20.08,Extraterritorial Organisations,train
372193,MAC GABHANN BUILDING CO. LIMITED,2022-06-30,2023-09-23,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,19.05,Extraterritorial Organisations,train
545539,CHINESE VISA LIMITED,2022-06-16,2024-04-08,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,8.0,Extraterritorial Organisations,train
451659,AVANDALE SOFTWARE LIMITED,2022-12-31,2024-11-11,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,14.96,Extraterritorial Organisations,train
455237,ENVELOPE CREATIONS LIMITED,2022-12-31,2024-12-16,Dissolved,1.0,0.7209,HIGH,Dissolved,1,consistent,14.75,Extraterritorial Organisations,train
464604,BPI OCEAN LIMITED,2022-12-31,2024-11-04,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,14.1,Extraterritorial Organisations,train
468005,FLOWER POWER GARDEN CENTRE LIMITED,2022-02-28,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,12.99,Extraterritorial Organisations,train
296169,A & K BUILDERS (DUBLIN) LIMITED,2022-09-30,2024-08-26,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,23.89,Extraterritorial Organisations,train
654218,CHLOE GYAWALI ENTERPRISES LIMITED,2022-01-26,2023-04-01,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,2.51,Unknown,train
654297,TIX ENTERTAINMENT IRELAND LIMITED,2022-12-31,2024-03-27,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,3.43,Unknown,train
655964,MOUNT ROW (LEVERED) CREDIT LIMITED,2022-03-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,2.59,Unknown,train
659431,FUSE INTERACTIVE LIMITED,2022-09-30,2024-02-05,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,2.94,Unknown,train
660516,ATR HEALTHCARE SOLUTIONS LIMITED,2022-12-31,2024-11-11,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,3.13,Unknown,train
662641,RECIPROCITY DIGITAL LIMITED,2022-12-31,2024-05-20,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,3.05,Unknown,train
667577,BNPP AM EURO CLO 2022 DESIGNATED ACTIVITY COMPANY,2022-12-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,2.83,Unknown,train
680222,ADASTRA INVEST COMPANY LIMITED BY GUARANTEE,2022-09-30,2023-12-20,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,1.94,Unknown,train
680459,NOCEBO DESIGNATED ACTIVITY COMPANY,2022-03-31,2024-03-19,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,1.42,Unknown,train
663799,ROOT DIGITAL LIMITED,2022-12-31,2024-06-24,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,2.98,Unknown,train
668149,REDBOX RECRUITMENT LIMITED,2022-02-28,2023-10-21,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,1.97,Unknown,train
677422,MULLERY HEALTH AND WELLBEING LIMITED,2022-12-31,2024-07-15,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,2.31,Unknown,train
678516,MIL-TEK IE RECYCLING HOLDING LIMITED,2022-08-31,2023-09-02,Dissolved,1.0,0.9747,CRITICAL,Dissolved,1,consistent,1.92,Unknown,train
679695,HGO PRO LIMITED,2022-02-28,2022-11-17,Dissolved,1.0,1.0,CRITICAL,Dissolved,1,consistent,1.37,Unknown,train
679976,TEMPLE HILL CONSULTING LIMITED,2022-10-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,2.03,Unknown,train
680322,SUNNY BAKERY LIMITED,2022-10-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,2.02,Unknown,train
680788,ROSAPENNA CONSULTANCY LIMITED,2022-10-31,2024-04-02,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,1.99,Unknown,train
682544,M & G FITZPATRICK HOLDINGS LIMITED,2022-12-31,2024-12-02,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,2.11,Unknown,train
683290,ARK DIGITAL POST LIMITED,2022-12-31,2024-12-16,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,2.09,Unknown,train
683362,SWIFTEDGE LIMITED,2022-03-31,,Liquidation,1.0,0.9167,CRITICAL,Liquidation,1,consistent,1.33,Unknown,train
685655,STRIDE BOOTWEAR LIMITED,2022-12-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,1.96,Unknown,train
163226,FRANKLIN INTERNATIONAL FINANCING ORGANISATION UNLIMITED COMPANY,2022-12-31,2024-12-24,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,32.37,Extraterritorial Organisations,train
176240,P. TINNEY & SONS (COAL MERCHANTS) LIMITED,2022-07-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,31.06,Extraterritorial Organisations,train
478496,CSC MANUFACTURING LIMITED,2022-05-31,2023-05-27,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,12.48,Extraterritorial Organisations,train
483950,ZINC SOFTWARE LIMITED,2022-05-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,12.07,Extraterritorial Organisations,train
484092,STRAND LEISURE CONCEPTS LIMITED,2022-10-31,,Liquidation,1.0,0.9583,CRITICAL,Liquidation,1,consistent,12.49,Extraterritorial Organisations,train
486910,VELVET STRAND CONSULTING LIMITED,2022-12-31,2024-12-30,Dissolved,1.0,0.9167,CRITICAL,Dissolved,1,consistent,12.44,Extraterritorial Organisations,train
492214,J. BANNON HOLDINGS LIMITED,2022-12-31,,Dissolved PostMerger,1.0,0.9747,CRITICAL,Dissolved PostMerger,1,consistent,12.07,Extraterritorial Organisations,train
501336,IRELAND CRASH IMMEDIATE RESPONSE LIMITED,2022-12-31,2024-01-08,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,11.45,Extraterritorial Organisations,train
502900,ION BIKE TRAINING LIMITED,2022-12-31,2024-01-15,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,11.34,Extraterritorial Organisations,train
506218,CEANN TRÁ CONSULTANCY LIMITED,2022-12-31,2023-11-04,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,11.12,Extraterritorial Organisations,train
341560,THE MAHON COMMUNITY PRE-SCHOOL AND CHILD DEVELOPMENT CENTRE COMPANY LIMITED BY GUARANTEE,2022-12-31,2024-02-05,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,21.72,Extraterritorial Organisations,train
351105,MARINE LEGAL LIMITED,2022-07-31,2023-12-11,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,20.64,Extraterritorial Organisations,train
361418,M & L TRAVERS LIMITED,2022-08-31,2024-07-15,Dissolved,1.0,0.5365,MODERATE,Dissolved,1,consistent,19.97,Extraterritorial Organisations,train
551443,ALPHA MAZE LIMITED,2022-02-28,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,7.36,Extraterritorial Organisations,train
558402,WAVEVIEW BLOODSTOCKS LIMITED,2022-05-31,2023-03-11,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,7.24,Extraterritorial Organisations,train
563523,PS OUTFITTERS LIMITED,2022-10-31,,Liquidation,1.0,0.5111,MODERATE,Liquidation,1,consistent,7.36,Unknown,train
564957,SAGACIOUS LIMITED,2022-06-30,2024-02-19,Dissolved,1.0,0.6818,HIGH,Dissolved,1,consistent,6.96,Unknown,train
567097,CKM PURCHASING CONSULTANTS LIMITED,2022-12-31,2024-09-16,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,7.35,Unknown,train
575867,GENTLE DENTAL LIMITED,2022-12-31,2024-05-06,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,6.93,Unknown,train
577734,LANTORNY CONSULTING LIMITED,2022-01-31,2023-11-29,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,5.94,Unknown,train
010447,SPARKIT VENTURES  LIMITED,2022-03-31,2024-01-08,Dissolved,1.0,0.5365,MODERATE,Dissolved,1,consistent,79.31,Extraterritorial Organisations,train
303991,UNICARE PHARMACY GROUP LIMITED,2022-03-31,,Dissolved PostMerger,1.0,1.0,CRITICAL,Dissolved PostMerger,1,consistent,23.03,Extraterritorial Organisations,train
305549,RATHCORMAC STEEL PRODUCTS LIMITED,2022-04-30,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,23.03,Extraterritorial Organisations,train
312268,REALTY ESPANA LIMITED,2022-09-30,,Liquidation,1.0,0.9583,CRITICAL,Liquidation,1,consistent,23.05,Extraterritorial Organisations,train
584420,CREDABA LIMITED,2022-04-30,,Liquidation,1.0,0.7231,HIGH,Liquidation,1,consistent,5.87,Unknown,train
589084,DMD MANAGEMENT LIMITED,2022-02-28,2023-10-21,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,5.47,Unknown,train
589399,NLP NEW LIFE LIMITED,2022-12-31,2024-09-16,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,6.29,Unknown,train
593375,COMGENT LIMITED,2022-12-31,2024-03-04,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,6.1,Unknown,train
602132,AMETHYST CONSULTING LIMITED,2022-12-31,2024-02-05,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,5.72,Unknown,train
603043,DYNAMICS MONSTER LIMITED,2022-03-31,2024-01-08,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,4.93,Unknown,train
604862,AVOLON AEROSPACE (IRELAND) AOE 114 LIMITED,2022-12-31,,Dissolved PostMerger,1.0,1.0,CRITICAL,Dissolved PostMerger,1,consistent,5.6,Unknown,train
607211,EGAN HAIR & BEAUTY LIMITED,2022-06-30,,Liquidation,1.0,0.5955,MODERATE,Liquidation,1,consistent,4.99,Unknown,train
611038,MASH DIRECT (ROI) LIMITED,2022-02-28,2024-02-05,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,4.48,Unknown,train
613015,FLORENCE RESTAURANT LIMITED,2022-10-31,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,5.06,Unknown,train
614314,P WATTERS CONSULTING LIMITED,2022-10-31,2024-06-24,Dissolved,1.0,0.5955,MODERATE,Dissolved,1,consistent,5.0,Unknown,train
044435,GREYHOUND TAVERNS LIMITED,2022-11-30,,Dissolved PostMerger,1.0,0.5365,MODERATE,Dissolved PostMerger,1,consistent,49.1,Extraterritorial Organisations,train
050931,CORPORATE SERVICES LIMITED,2022-12-31,,Dissolved PostMerger,1.0,0.7231,HIGH,Dissolved PostMerger,1,consistent,47.77,Extraterritorial Organisations,train
059057,LAURENCE MCLOUGHLIN LIMITED,2022-12-31,2024-12-02,Dissolved,1.0,0.5111,MODERATE,Dissolved,1,consistent,45.55,Extraterritorial Organisations,train
376047,THE CORK BUTTER EXCHANGE BRASS AND REED PRIZE BAND LIMITED,2022-10-31,2023-12-11,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,19.11,Extraterritorial Organisations,train
382762,FENELON STORAGE TANKS LIMITED,2022-12-31,2024-02-26,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,18.83,Extraterritorial Organisations,train
385399,KELKAY CONSTRUCTION LIMITED,2022-04-30,2023-07-29,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,18.0,Extraterritorial Organisations,train
406768,FORKLIFT MACHINERY AND ACCESSORIES SALES LIMITED,2022-12-31,2023-12-20,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,17.37,Extraterritorial Organisations,train
616037,TOOHIL TELECOM HOLDINGS LIMITED,2022-12-31,,Dissolved PostMerger,1.0,0.9674,CRITICAL,Dissolved PostMerger,1,consistent,5.09,Unknown,train
620778,PHAYAO AVIATION LEASING LIMITED,2022-12-31,,Dissolved PostMerger,1.0,0.9747,CRITICAL,Dissolved PostMerger,1,consistent,4.89,Unknown,train
621137,H MURRAY TRANSPORT LIMITED,2022-12-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,4.87,Unknown,train
621662,WALFRID EDUCATION ACADEMY LIMITED,2022-06-30,2023-09-16,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,4.35,Unknown,train
622906,RUGTHIS LIMITED,2022-05-31,2024-02-12,Dissolved,1.0,0.5955,MODERATE,Dissolved,1,consistent,4.21,Unknown,train
624492,BOOJUM 16 LIMITED,2022-04-24,,Dissolved PostMerger,1.0,0.9674,CRITICAL,Dissolved PostMerger,1,consistent,4.03,Unknown,train
625147,ODPS LIMITED,2022-04-30,2024-04-08,Dissolved,1.0,0.75,HIGH,Dissolved,1,consistent,4.03,Unknown,train
646956,AOC COACHING LIMITED,2022-03-31,2023-10-21,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,3.01,Unknown,train
648482,QUANTUM BRANDS HOLDINGS LIMITED,2022-06-30,2023-03-04,Dissolved,1.0,0.9747,CRITICAL,Dissolved,1,consistent,3.2,Unknown,train
133708,T. SHERIDAN SALES & MARKETING LIMITED,2022-03-31,,Dissolved PostMerger,1.0,0.9747,CRITICAL,Dissolved PostMerger,1,consistent,33.73,Extraterritorial Organisations,train
134085,BLACKHALL BUILDING LIMITED,2022-08-31,2024-03-11,Dissolved,1.0,0.7231,HIGH,Dissolved,1,consistent,34.1,Extraterritorial Organisations,train
531902,HONFLEUR LIMITED,2022-08-31,,Liquidation,1.0,0.7231,HIGH,Liquidation,1,consistent,9.01,Extraterritorial Organisations,train
533625,MEEZNAH BLOODSTOCK LIMITED,2022-08-31,2023-12-20,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,8.91,Extraterritorial Organisations,train
533647,RENACAHERA LIMITED,2022-09-30,,Liquidation,1.0,0.4118,MODERATE,Liquidation,1,consistent,8.99,Extraterritorial Organisations,train
538944,HYPERION AIRCRAFT FINANCING LIMITED,2022-12-31,,Dissolved PostMerger,1.0,0.9747,CRITICAL,Dissolved PostMerger,1,consistent,8.91,Extraterritorial Organisations,train
541340,CAMDEN AIRCRAFT LEASING LIMITED,2022-12-31,,Dissolved PostMerger,1.0,0.9747,CRITICAL,Dissolved PostMerger,1,consistent,8.78,Extraterritorial Organisations,train
701597,CIFC MOONRAKER EUROPEAN WAREHOUSE  DESIGNATED ACTIVITY COMPANY,2022-12-31,,Liquidation,1.0,0.9747,CRITICAL,Liquidation,1,consistent,1.39,Unknown,train
696525,WEVENTS PRODUCTION LIMITED,2022-05-31,2023-02-20,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,1.01,Unknown,train
696876,UTMOST INTERNATIONAL IRELAND LIMITED,2022-12-31,2024-03-11,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,1.59,Unknown,train
696995,BRACE SOCIAL LIMITED,2022-11-30,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,1.5,Unknown,train
699676,YOKUSYS LIMITED,2022-07-31,2023-12-11,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,1.07,Unknown,train
700699,CN FLIGHT TRAINING SERVICES LIMITED,2022-12-31,2024-09-09,Dissolved,1.0,0.9167,CRITICAL,Dissolved,1,consistent,1.43,Unknown,train
701078,G.MCNAMARA LIMITED,2022-07-31,2023-10-14,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,0.99,Unknown,train
701544,INDEED ONE SIMPLE SOLUTION LIMITED,2022-12-31,2024-07-15,Dissolved,1.0,0.9167,CRITICAL,Dissolved,1,consistent,1.39,Unknown,train
704870,TOGAIL TECHNOLOGIES LIMITED,2022-12-31,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,1.25,Unknown,train
711274,PLATINUM PREMIER LIMITED,2022-12-31,2024-03-11,Dissolved,1.0,0.9747,CRITICAL,Dissolved,1,consistent,0.97,Unknown,train
713308,TTFD LIMITED,2022-12-31,2024-09-09,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,0.89,Unknown,train
716018,CEP FACILITIES LIMITED,2022-12-31,2024-04-29,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,0.77,Unknown,train
195424,CASTLE WARES LIMITED,2022-06-30,2023-10-28,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,29.64,Extraterritorial Organisations,train
421715,QUINN FINANCE UNLIMITED COMPANY,2022-12-31,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,16.55,Extraterritorial Organisations,train
416486,CHOICE ENTERTAINMENT LIMITED,2022-04-30,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,16.15,Extraterritorial Organisations,train
245564,SHANNONSIDE SAVOURIES LIMITED,2022-12-31,2024-10-29,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,26.83,Extraterritorial Organisations,train
256380,DELANEY BUILDING DEVELOPMENTS LIMITED,2022-12-31,2024-02-12,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,26.14,Extraterritorial Organisations,train
262979,S.O.S. PERCUSSION LIMITED,2022-04-30,,Liquidation,1.0,0.5365,MODERATE,Liquidation,1,consistent,25.13,Extraterritorial Organisations,train
460862,MANOR MONTESSORI LIMITED,2022-08-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,14.06,Extraterritorial Organisations,train
281248,INFO LINK CONTROLS LIMITED,2022-02-28,,Liquidation,1.0,0.5955,MODERATE,Liquidation,1,consistent,23.99,Extraterritorial Organisations,train
299436,SYLVESTER MULLIGAN LIMITED,2022-04-30,2022-10-24,Dissolved,1.0,0.7231,HIGH,Dissolved,1,consistent,23.31,Extraterritorial Organisations,train
652504,HPEIF HSQ INVESTMENTS LIMITED,2022-12-31,2024-10-07,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,3.51,Unknown,train
654022,HARVEY MILLER CONSULTING LIMITED,2022-07-31,2024-02-19,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,3.02,Unknown,train
655319,ZOSIM ASBESTOS REMOVAL LIMITED,2022-08-31,2023-08-26,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,3.04,Unknown,train
660885,HENRY'S FOOD BAR LIMITED,2022-12-31,2023-11-29,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,3.12,Unknown,train
664548,BUNKER CLOTHING LIMITED,2022-01-19,,Liquidation,1.0,0.9747,CRITICAL,Liquidation,1,consistent,2.0,Unknown,train
665696,AIR TRAVELLERS HELP LIMITED,2022-02-02,2023-06-03,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,2.0,Unknown,train
683011,FREEMAN LA TOUCHE OWNERS' MANAGEMENT COMPANY LIMITED BY GUARANTEE,2022-03-31,2023-10-14,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,1.34,Unknown,train
668636,SURECLOSE LIMITED,2022-12-31,,Dissolved PostMerger,1.0,0.9747,CRITICAL,Dissolved PostMerger,1,consistent,2.79,Unknown,train
669166,MAHA.Q LIMITED,2022-03-26,2023-06-24,Dissolved,1.0,0.9747,CRITICAL,Dissolved,1,consistent,2.0,Unknown,train
669189,GAIA FINANCIAL & HEALTHCARE LIMITED,2022-09-26,2023-12-20,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,2.5,Unknown,train
669434,KW PROJECTS LIMITED,2022-04-30,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,2.06,Unknown,train
671305,TAXI KIT LIMITED,2022-06-30,2023-05-13,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,2.09,Unknown,train
673879,DPM EXECUTIVE SERVICES LIMITED,2022-12-31,2024-02-05,Dissolved,1.0,0.9167,CRITICAL,Dissolved,1,consistent,2.46,Unknown,train
674531,CHILLNEAT LIMITED,2022-12-31,2024-08-20,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,2.44,Unknown,train
674662,CLISTEWEB TECHNOLOGY LIMITED,2022-12-31,2024-04-02,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,2.43,Unknown,train
675246,AQUAMARINE WELLNESS LIMITED,2022-06-30,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,1.89,Unknown,train
677877,ALEXELLE LIMITED,2022-03-16,2023-02-08,Dissolved,1.0,1.0,CRITICAL,Dissolved,1,consistent,1.49,Unknown,train
678333,MADMINISTRATION LIMITED,2022-01-31,2023-09-02,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,1.35,Unknown,train
680389,OCEAN ADVICE LIMITED,2022-12-31,2024-05-13,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,2.17,Unknown,train
680551,ALED VENTURES LIMITED,2022-12-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,2.17,Unknown,train
685671,COIS FHARRAIGE MECHANICAL SERVICES LIMITED,2022-12-31,2023-09-16,Dissolved,1.0,0.9747,CRITICAL,Dissolved,1,consistent,1.96,Unknown,train
180911,CHILDFUND IRELAND,2022-06-30,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,30.63,Extraterritorial Organisations,train
168305,HORAN BUILDING SERVICES LIMITED,2022-12-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,31.98,Extraterritorial Organisations,train
179355,LOCAL NEWS PUBLICATIONS LIMITED,2022-12-31,2024-10-14,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,31.25,Extraterritorial Organisations,train
188835,CILLDARA HOMES LIMITED,2022-04-30,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,29.97,Extraterritorial Organisations,train
484145,DALY & DALY LIMITED,2022-08-31,,Liquidation,1.0,0.7209,HIGH,Liquidation,1,consistent,12.32,Extraterritorial Organisations,train
486961,MOUNTBUA LIMITED,2022-12-31,,Liquidation,1.0,0.9583,CRITICAL,Liquidation,1,consistent,12.43,Extraterritorial Organisations,train
489720,MALLPRACTICE LIMITED,2022-12-31,,Liquidation,1.0,0.9583,CRITICAL,Liquidation,1,consistent,12.25,Extraterritorial Organisations,train
491196,PRAESIDIUM MANAGEMENT LIMITED,2022-12-31,,Liquidation,1.0,0.9747,CRITICAL,Liquidation,1,consistent,12.14,Extraterritorial Organisations,train
091321,GRANVILLE FIDUCIARY SERVICES LIMITED,2022-12-31,,Dissolved PostMerger,1.0,0.5365,MODERATE,Dissolved PostMerger,1,consistent,40.31,Extraterritorial Organisations,train
107085,LEXINGTON PROPERTIES LIMITED,2022-12-31,2024-10-14,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,37.65,Extraterritorial Organisations,train
350433,WOODSIDE BAR AND LOUNGE LIMITED,2022-12-31,2024-10-14,Dissolved,1.0,0.5365,MODERATE,Dissolved,1,consistent,21.11,Extraterritorial Organisations,train
364039,BALLINAKILL QUARRIES LIMITED,2022-10-31,,Liquidation,1.0,0.5882,MODERATE,Liquidation,1,consistent,19.95,Extraterritorial Organisations,train
529456,SERANGWOOD LIMITED,2022-06-30,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,9.01,Extraterritorial Organisations,train
490627,M.F.T.F. LIMITED,2022-08-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,11.84,Extraterritorial Organisations,train
600551,MOTOLPH DESIGNATED ACTIVITY COMPANY,2022-12-31,,Liquidation,1.0,0.5365,MODERATE,Liquidation,1,consistent,5.79,Unknown,train
408931,POD FINANCIAL & MANAGEMENT SERVICES LIMITED,2022-12-31,,Liquidation,1.0,0.9583,CRITICAL,Liquidation,1,consistent,17.24,Extraterritorial Organisations,train
412755,CATHERINE R LIMITED,2022-12-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,17.03,Extraterritorial Organisations,train
415465,H2 COMMERCIALS LIMITED,2022-12-31,2024-10-29,Dissolved,1.0,0.9167,CRITICAL,Dissolved,1,consistent,16.88,Extraterritorial Organisations,train
415688,P.J.M.C. IT LIMITED,2022-12-31,2024-11-11,Dissolved,1.0,0.7209,HIGH,Dissolved,1,consistent,16.87,Extraterritorial Organisations,train
416591,SHARPMOUNT LIMITED,2022-03-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,16.07,Extraterritorial Organisations,train
416741,CASTLEWAY ORION LIMITED,2022-12-31,2024-08-20,Dissolved,1.0,0.7231,HIGH,Dissolved,1,consistent,16.81,Extraterritorial Organisations,train
434422,PREMIER INCENTIVE TOURS LIMITED,2022-12-31,,Liquidation,1.0,0.7231,HIGH,Liquidation,1,consistent,15.89,Extraterritorial Organisations,train
238793,GRAPHICSOURCE LIMITED,2022-09-30,2023-11-29,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,27.01,Extraterritorial Organisations,train
244235,BEARLOUGH PROPERTIES LIMITED,2022-12-31,,Liquidation,1.0,0.9583,CRITICAL,Liquidation,1,consistent,26.9,Extraterritorial Organisations,train
446214,DERRYOAK MANAGEMENT COMPANY COMPANY LIMITED BY GUARANTEE,2022-08-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,14.96,Extraterritorial Organisations,train
547653,SAMPLEIT LIMITED,2022-01-31,2023-05-20,Dissolved,1.0,0.5955,MODERATE,Dissolved,1,consistent,7.5,Extraterritorial Organisations,train
555581,ALPHAS MANAGED ACCOUNTS PLATFORM LIII LIMITED,2022-12-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,7.98,Extraterritorial Organisations,train
557701,EMPYREAN LEASING 6614 LIMITED,2022-12-31,,Dissolved PostMerger,1.0,1.0,CRITICAL,Dissolved PostMerger,1,consistent,7.87,Extraterritorial Organisations,train
558153,CONNOLLY ACCOUNTANTS & BUSINESS ADVISORS LIMITED,2022-05-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,7.26,Extraterritorial Organisations,train
558739,PIZZA CUISINE LIMITED,2022-02-28,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,6.97,Extraterritorial Organisations,train
561263,VIRCOE STREAMING LIMITED,2022-04-30,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,7.0,Unknown,train
561514,MARKET ROAD MANAGEMENT COMPANY LIMITED,2022-10-31,2024-01-18,Dissolved,1.0,0.9306,CRITICAL,Dissolved,1,consistent,7.49,Extraterritorial Organisations,train
